ID	Species	Range	sd.phy	sd.rg	Latitude	Longitude	meanT0	meanT1	Haldane	P_Rescue	P_RescueP	rescuep_save_05	rescuep_save_095
4719	Centrolene_huilense	1	2.838118649	2.838118649	1.5	-76.5	18.61205338	22.65011623	0.029641576	0.829	1	0	1
4720	Xenopus_pygmaeus	53	1.040733988	1.040733988	1.70754717	24.78301887	22.21387748	26.17199994	0.080919209	0	0.003	1	0
4721	Ranitomeya_imitator	4	3.252992809	3.252992809	-6	-76	22.7006212	27.17298639	0.028058088	0.867	1	0	1
4722	Arcovomer_passarellii	15	1.864112428	1.864112428	-21.9	-42.36666667	22.25569732	25.49385196	0.034742053	0.603	1	0	1
4723	Pseudophilautus_dimbullae	1	1.626632109	1.626632109	6.5	80.5	26.58842914	29.66182745	0.047235609	0.1	0.817	0	0
4724	Rhinella_chrysophora	1	2.287750997	2.287750997	15.5	-87.5	23.99987812	27.38663681	0.031497613	0.763	1	0	1
4725	Rhacophorus_cyanopunctatus	44	1.255580718	1.255580718	4.636363636	106.25	24.88740781	28.26307555	0.065573928	0	0.181	1	0
4726	Anomaloglossus_wothuja	1	2.621137139	2.621137139	5.5	-67.5	23.0076378	27.5905912	0.037201276	0.509	1	0	1
4727	Diasporus_gularis	19	2.148624168	2.148624168	2.921052632	-77.81578947	22.16166201	25.66444875	0.034686093	0.645	1	0	1
4728	Theloderma_ryabovi	1	0.532806934	0.532806934	14.5	108.5	23.69337239	26.81185679	0.124530534	0	0	1	0
4729	Flectonotus_fitzgeraldi	3	2.894923999	2.894923999	10.83333333	-61.5	25.86905238	28.57964139	0.019506766	0.999	1	0	1
4730	Pristimantis_cosnipatae	2	4.500337464	4.500337464	-13	-71.5	14.11906112	18.63282487	0.020059668	0.997	1	0	1
4731	Xenophrys_major	124	3.751055558	3.751055558	20.65322581	101.016129	19.66810985	23.45515442	0.024624253	0.966	1	0	1
4732	Rhacophorus_turpes	2	2.062422799	2.062422799	26.5	98	14.09724279	18.2826516	0.046121934	0.125	0.853	0	0
4733	Pristimantis_cacao	1	1.255580718	1.255580718	2.5	-76.5	19.38596504	23.31083135	0.067955154	0	0.122	1	0
4734	Osteocephalus_germani	1	0.878901366	0.878901366	6.5	-58.5	25.65643765	29.25549819	0.097498901	0	0	1	0
4735	Scinax_fuscovarius	481	2.785821172	2.785821172	-19.21517672	-53.54573805	23.05111282	27.58991295	0.034664901	0.623	1	0	1
4736	Leptobrachium_ingeri	1	2.501056929	2.501056929	1.5	110.5	25.8508737	29.2995961	0.028727208	0.853	1	0	1
4737	Batrachylodes_gigas	1	1.393503093	1.393503093	-6.5	155.5	27.57336146	30.63009786	0.047686146	0.099	0.826	0	0
4738	Staurois_guttatus	1	2.970059845	2.970059845	0.5	101.5	24.7265754	28.36945581	0.025031313	0.946	1	0	1
4739	Hyperolius_thoracotuberculatus	1	0.984926787	0.984926787	-8.5	34.5	18.18750218	22.36934433	0.086649808	0	0	1	0
4740	Epipedobates_boulengeri	13	2.29513518	2.29513518	1.5	-78.34615385	21.60874301	25.07312572	0.031446792	0.763	1	0	1
4741	Rhinella_atacamensis	8	0.854919288	0.854919288	-27.5	-70.5	15.12528599	19.16533012	0.118141098	0	0	1	0
4742	Pristimantis_renjiforum	2	3.551422699	3.551422699	4	-74.5	17.35785735	21.56407519	0.025747292	0.943	1	0	1
4743	Ansonia_mcgregori	5	1.792966095	1.792966095	7.3	122.3	26.98912857	30.10109281	0.040363988	0.341	0.977	0	1
4744	Hylarana_milleti	9	1.300457713	1.300457713	12.61111111	103.0555556	24.78374342	28.1453264	0.054998361	0	0.535	0	0
4745	Melanophryniscus_rubriventris	11	2.390225486	2.390225486	-22.04545455	-64.86363636	13.3213663	17.94698588	0.046076741	0.155	0.86	0	0
4746	Boulengerula_taitana	1	2.911322734	2.911322734	-3.5	38.5	22.76108239	26.01131006	0.026581173	0.936	1	0	1
4747	Bufotes_zamdaensis	1	1.549631836	1.549631836	31.5	80.5	-9.654588159	-4.136994599	0.082804268	0	0	1	0
4748	Hyperolius_zonatus	24	1.295394698	1.295394698	6	-8.208333333	24.68638919	28.23446695	0.063697525	0	0.204	1	0
4749	Arthroleptella_landdrosia	4	2.785467829	2.785467829	-34	19	17.77710432	20.64844456	0.021475598	0.991	1	0	1
4750	Hyperolius_parkeri	48	1.560566617	1.560566617	-11.52083333	38.4375	24.50541425	28.1231197	0.053911627	0.002	0.573	0	0
4751	Nyctimystes_oktediensis	4	3.059161609	3.059161609	-5	141	20.98371755	24.39349092	0.02718562	0.904	1	0	1
4752	Pristimantis_nicefori	1	1.946835679	1.946835679	7.5	-72.5	19.61164825	24.37100874	0.055560562	0	0.542	0	0
4753	Ptychadena_mapacha	1	2.616935805	2.616935805	-17.5	24.5	22.13472726	26.80970674	0.036457809	0.534	0.998	0	1
4754	Caudacaecilia_nigroflava	1	0.562006434	0.562006434	13.5	101.5	24.33847419	27.78239028	0.12505907	0	0	1	0
4755	Nyctibatrachus_humayuni	1	1.443573699	1.443573699	19.5	73.5	24.96454273	28.63059361	0.05182788	0.018	0.663	0	0
4756	Nanorana_mokokchungensis	1	2.757421166	2.757421166	26.5	94.5	18.60038674	22.87323417	0.033686543	0.656	1	0	1
4757	Hemiphractus_johnsoni	1	5.832459334	5.832459334	-7.5	-73.5	24.7280043	29.26395584	0.016202254	1	1	0	1
4758	Ameerega_altamazonica	1	1.503477409	1.503477409	-5.5	-75.5	24.51586855	28.92786059	0.073363125	0	0.057	1	0
4759	Anomaloglossus_guanayensis	2	0.637479545	0.637479545	6	-65.5	22.18428979	26.92863748	0.169144382	0	0	1	0
4760	Bolitoglossa_striatula	19	0.698625658	0.698625658	12.81578947	-84.5	25.45555205	28.51013245	0.101680711	0	0	1	0
4761	Ichthyophis_laosensis	1	1.374549377	1.374549377	19.5	102.5	18.53261117	22.48151329	0.063841563	0	0.205	1	0
4762	Brachycephalus_hermogenesi	7	3.91027601	3.91027601	-23.92857143	-47.21428571	20.58484439	24.33630895	0.023984653	0.964	1	0	1
4763	Rana_berlandieri	194	4.112947216	4.112947216	23.42268041	-97.24226804	20.28353115	24.40835264	0.02089348	0.996	1	0	1
4764	Dischidodactylus_colonnelloi	1	0.600729693	0.600729693	3.5	-65.5	21.94566609	26.59088017	0.168100422	0	0	1	0
4765	Plethodon_chlorobryonis	15	1.545219972	1.545219972	34.43333333	-79.43333333	17.20874263	21.67966376	0.067288096	0	0.137	1	0
4766	Eleutherodactylus_melatrigonum	1	1.956528921	1.956528921	18.5	-70.5	25.59469596	28.60668339	0.037547673	0.444	0.994	0	1
4767	Ptychadena_schillukorum	536	2.810619505	2.810619505	0.921641791	23.65671642	23.40710464	27.30757672	0.028911717	0.871	1	0	1
4768	Atelopus_siranus	1	1.306685514	1.306685514	-9.5	-74.5	22.99189207	27.69768621	0.078289589	0	0.007	1	0
4769	Leptolalax_croceus	1	1.390343974	1.390343974	15.5	107.5	22.71272086	25.91904495	0.057653432	0	0.419	1	0
4770	Cochranella_nola	4	1.334023247	1.334023247	-18	-64	19.57933097	24.68847872	0.087042707	0	0	1	0
4771	Leptodactylodon_ovatus	7	2.211029235	2.211029235	4.642857143	9.785714286	22.98237211	26.553809	0.035895167	0.573	0.999	0	1
4772	Nanorana_kangxianensis	1	1.73477277	1.73477277	33.5	105.5	7.153276984	11.76409936	0.056550694	0	0.46	1	0
4773	Litoria_quadrilineata	1	1.323966569	1.323966569	-8.5	140.5	26.39872054	29.56484951	0.048804009	0.068	0.795	0	0
4774	Kurixalus_baliogaster	4	1.092019203	1.092019203	15	108	23.29649449	26.45435337	0.06885146	0	0.096	1	0
4775	Theloderma_gordoni	6	2.253992309	2.253992309	13.83333333	107.6666667	23.01480154	26.32221475	0.035789215	0.579	1	0	1
4776	Blommersia_blommersae	5	1.869043783	1.869043783	-20.3	47.9	19.44430043	22.80296758	0.039065165	0.422	0.992	0	1
4777	Raorchestes_glandulosus	13	1.181377827	1.181377827	13.5	75.73076923	24.37736244	27.8867342	0.061886985	0	0.258	1	0
4778	Limnonectes_malesianus	35	0.967076725	0.967076725	2.5	105.3857143	25.02322002	28.4592805	0.080750867	0	0.008	1	0
4779	Siren_intermedia	137	3.113679027	3.113679027	33.16423358	-90.09854015	17.23533741	21.73918142	0.029519801	0.861	1	0	1
4780	Hyloxalus_ruizi	1	1.367853122	1.367853122	4.5	-74.5	16.9069615	21.11284035	0.066843543	0	0.135	1	0
4781	Barygenys_flavigularis	1	2.828954693	2.828954693	-7.5	146.5	22.45968478	25.7636921	0.028485979	0.885	1	0	1
4782	Rheobates_palmatus	10	1.65587186	1.65587186	5.8	-73.3	18.69214874	23.03196547	0.052417301	0.016	0.666	0	0
4783	Pristimantis_anolirex	1	1.243890776	1.243890776	7.5	-72.5	19.61164825	24.37100874	0.091099724	0	0	1	0
4784	Nanorana_quadranus	67	2.838855334	2.838855334	32.47014925	109.9776119	11.18540171	15.8491046	0.033526756	0.671	1	0	1
4785	Craugastor_batrachylus	2	2.88427994	2.88427994	22.5	-99.5	16.25472825	20.62868608	0.033699594	0.682	1	0	1
4786	Boophis_piperatus	1	1.143402969	1.143402969	-21.5	47.5	20.0729413	23.44104379	0.064036583	0	0.206	1	0
4787	Philautus_petersi	22	1.442801376	1.442801376	4.590909091	107.8181818	25.18550877	28.49420265	0.054601019	0	0.559	0	0
4788	Anaxyrus_quercicus	74	2.73662378	2.73662378	31.60810811	-82.7972973	19.17150121	23.35364051	0.03396025	0.675	1	0	1
4789	Odontophrynus_cordobae	8	2.351728511	2.351728511	-31	-64	17.84802578	21.53698247	0.033374788	0.684	1	0	1
4790	Atelopus_carrikeri	1	3.626592092	3.626592092	10.5	-73.5	26.86735731	30.53233152	0.022967807	0.977	1	0	1
4791	Blommersia_domerguei	13	1.187061784	1.187061784	-20.26923077	47.34615385	19.86971293	23.23139883	0.058998718	0	0.34	1	0
4792	Oreolalax_omeimontis	2	6.05805631	6.05805631	30	103.5	10.57888242	14.9276838	0.016314869	1	1	0	1
4793	Scutiger_glandulatus	24	3.400225541	3.400225541	30.75	101.1666667	0.546228367	5.453494219	0.036080444	0.549	1	0	1
4794	Gracixalus_medogensis	1	1.596901922	1.596901922	29.5	95.5	0.277436574	5.310832128	0.076877448	0	0.02	1	0
4795	Litoria_gasconi	1	0.181809927	0.181809927	-2.5	138.5	23.41325945	26.81810086	0.435522744	0	0	1	0
4796	Oreophryne_jeffersoniana	6	1.953573168	1.953573168	-8.833333333	118.6666667	27.06867134	30.15904315	0.031638148	0.737	1	0	1
4797	Geocrinia_victoriana	22	1.151939236	1.151939236	-37.54545455	145.5909091	13.43133308	17.29662531	0.069905529	0	0.082	1	0
4798	Gastrotheca_rebeccae	2	2.534672368	2.534672368	-13	-73.5	8.298655867	12.48038634	0.039281215	0.397	0.982	0	1
4799	Hadromophryne_natalensis	24	3.059161609	3.059161609	-27.41666667	30.08333333	15.68676789	20.16581466	0.031151956	0.79	1	0	1
4800	Centrolene_hybrida	1	0.748472101	0.748472101	4.5	-73.5	18.30035131	22.52557595	0.134407931	0	0	1	0
4801	Hemiphractus_scutatus	127	2.312829865	2.312829865	-5.641732283	-72.61811024	23.75258285	28.23383795	0.046132468	0.127	0.855	0	0
4802	Bolitoglossa_robinsoni	1	1.809287701	1.809287701	9.5	-83.5	25.17304807	28.23196864	0.035971845	0.555	1	0	1
4803	Pseudophilautus_manipurensis	1	1.084593615	1.084593615	23.5	92.5	22.05541024	25.97140677	0.078490559	0	0.004	1	0
4804	Boophis_andrangoloaka	1	2.886297294	2.886297294	-18.5	47.5	18.30947291	21.74688119	0.02481126	0.955	1	0	1
4805	Kaloula_assamensis	1	0.942430739	0.942430739	26.5	90.5	17.78339195	21.77877542	0.084788904	0	0	1	0
4806	Cophixalus_petrophilus	1	1.777062973	1.777062973	-14.5	144.5	25.87378068	29.03929506	0.035626361	0.574	1	0	1
4807	Vitreorana_helenae	1	2.060309892	2.060309892	5.5	-61.5	21.64481574	26.42086353	0.049321725	0.063	0.768	0	0
4808	Noblella_lynchi	1	0.834504652	0.834504652	-6.5	-77.5	17.63963003	21.9209443	0.128259149	0	0	1	0
4809	Eleutherodactylus_coqui	10	0.679526549	0.679526549	19.7	-77.9	25.22975083	28.01304246	0.085331827	0	0	1	0
4810	Siren_lacertina	66	2.932915601	2.932915601	31.8030303	-81.51515152	19.34530989	23.49672625	0.030770808	0.792	1	0	1
4811	Elachistocleis_erythrogaster	4	2.765134722	2.765134722	-29	-50	19.03771888	22.76983817	0.028118878	0.887	1	0	1
4812	Rhacophorus_fasciatus	5	1.140769762	1.140769762	3.7	115.5	23.32964566	26.90596008	0.063979614	0	0.192	1	0
4813	Pristimantis_galdi	8	1.080782816	1.080782816	-2.25	-78.125	19.8389752	23.76741709	0.080773591	0	0.002	1	0
4814	Rana_omiltemana	1	3.136963215	3.136963215	17.5	-99.5	21.03013041	25.45400006	0.030005097	0.836	1	0	1
4815	Physalaemus_marmoratus	211	2.200051999	2.200051999	-18.04976303	-49.49052133	23.33596436	27.65241089	0.047853043	0.092	0.82	0	0
4816	Hyperolius_tuberculatus	196	1.531462172	1.531462172	0.418367347	17.7755102	22.6126681	26.48157577	0.052630907	0.014	0.646	0	0
4817	Hyperolius_lucani	1	2.241104316	2.241104316	-5.5	12.5	25.33151804	28.89232051	0.037830016	0.481	0.997	0	1
4818	Rhinella_rumbolli	4	2.119989941	2.119989941	-24	-65	14.29822503	18.87456187	0.04592893	0.146	0.865	0	0
4819	Xenophrys_takensis	1	0.325569068	0.325569068	16.5	98.5	24.62977735	28.06441044	0.234436214	0	0	1	0
4820	Boophis_lichenoides	20	1.694920021	1.694920021	-19.65	48.25	21.49599761	24.75604546	0.04808557	0.079	0.811	0	0
4821	Dendrophryniscus_organensis	1	1.825306783	1.825306783	-22.5	-42.5	22.24547138	25.61942771	0.046210812	0.135	0.866	0	0
4822	Raorchestes_theuerkaufi	1	1.294120494	1.294120494	9.5	76.5	26.10467218	29.43534649	0.051473944	0.028	0.693	0	0
4823	Choerophryne_proboscidea	16	1.956528921	1.956528921	-3.375	142.25	24.97062014	28.24749015	0.04084972	0.33	0.961	0	1
4824	Adelotus_brevis	66	2.695618502	2.695618502	-27.74242424	150.6363636	18.58262349	22.2263207	0.02703422	0.92	1	0	1
4825	Hylarana_persimilis	1	4.146945431	4.146945431	4.5	96.5	25.03911188	28.2925777	0.016011125	1	1	0	1
4826	Hyalinobatrachium_tricolor	1	1.85404729	1.85404729	4.5	-52.5	25.70210812	29.20039822	0.038506933	0.431	0.993	0	1
4827	Physalaemus_maximus	2	0.95395194	0.95395194	-20.5	-43	19.67485366	23.33930131	0.080027783	0	0.003	1	0
4828	Lyciasalamandra_yehudahi	2	0.709658688	0.709658688	22.5	-21	19.75461081	24.4629482	0.147436678	0	0	1	0
4829	Phlyctimantis_keithae	1	3.074663994	3.074663994	-8.5	35.5	18.68288949	22.63059426	0.032098668	0.743	1	0	1
4830	Atelognathus_nitoi	1	2.360831758	2.360831758	-41.5	-71.5	6.945061582	10.73242549	0.037308135	0.482	0.998	0	1
4831	Dendropsophus_labialis	8	1.306055968	1.306055968	5.25	-73.625	17.78007704	21.99939997	0.07512985	0	0.026	1	0
4832	Bolitoglossa_adspersa	7	0.950419628	0.950419628	5.5	-73.5	17.77598044	21.99712711	0.100939784	0	0	1	0
4833	Kalophrynus_eok	1	1.912759323	1.912759323	3.5	115.5	22.36443051	25.97757408	0.039353526	0.358	0.976	0	1
4834	Pristimantis_mazar	1	1.953069334	1.953069334	-1.5	-78.5	19.38199234	23.2297411	0.048051305	0.095	0.81	0	0
4835	Peltophryne_longinasus	3	1.050117578	1.050117578	21.83333333	-81.16666667	26.10186847	29.32399963	0.061367055	0	0.29	1	0
4836	Pseudophilautus_hallidayi	2	1.514686232	1.514686232	7	81	26.56234524	29.65161229	0.044337882	0.176	0.9	0	0
4837	Rhacophorus_modestus	2	5.886022148	5.886022148	-2	101.5	24.4940169	27.95267889	0.013354682	1	1	0	1
4838	Gastrotheca_ruizi	1	1.065752327	1.065752327	1.5	-76.5	18.61205338	22.65011623	0.090212661	0	0	1	0
4839	Pristimantis_glandulosus	3	3.127140551	3.127140551	-0.166666667	-77.83333333	18.31846923	22.23091332	0.025533166	0.956	1	0	1
4840	Leptodactylodon_axillaris	1	0.676871001	0.676871001	5.5	10.5	21.20439199	24.97923113	0.126747635	0	0	1	0
4841	Bufo_cryptotympanicus	12	1.503558139	1.503558139	24.91666667	110.5	17.43074173	21.60702058	0.055551944	0	0.523	0	0
4842	Eleutherodactylus_andicola	2	2.359600933	2.359600933	-12.5	-73.5	9.807247145	14.16123735	0.038442148	0.435	0.994	0	1
4843	Platymantis_paengi	1	1.474362107	1.474362107	11.5	122.5	26.79345271	29.87293998	0.049730745	0.045	0.762	0	0
4844	Oreolalax_schmidti	8	2.787299506	2.787299506	30	103	7.481655678	11.99341643	0.037643844	0.454	0.995	0	1
4845	Cyclorana_cultripes	52	0.796763654	0.796763654	-18.59615385	134.25	25.05119299	28.71974758	0.10464363	0	0	1	0
4846	Leptobrachium_tagbanorum	1	2.481564955	2.481564955	9.5	118.5	27.28829525	30.28871259	0.027479153	0.901	1	0	1
4847	Nymphargus_rosada	5	1.390343974	1.390343974	5.9	-75.3	19.59553041	23.76031214	0.074887614	0	0.022	1	0
4848	Leptodactylodon_wildi	1	0.83941079	0.83941079	4.5	9.5	23.43845146	26.92722424	0.096656192	0	0	1	0
4849	Hoplobatrachus_occipitalis	847	2.338098141	2.338098141	6.729043684	12.8553719	24.26964338	28.21923948	0.035192386	0.625	1	0	1
4850	Dicamptodon_copei	8	1.138518131	1.138518131	46.375	-122.875	9.519142593	13.3890742	0.082904763	0	0	1	0
4851	Hyperolius_minutissimus	4	1.412372399	1.412372399	-9	35	18.55060063	22.70975785	0.070114336	0	0.076	1	0
4852	Praslinia_cooperi	1	2.137319848	2.137319848	-4.5	55.5	27.3092754	30.46836438	0.030164509	0.816	1	0	1
4853	Telmatobius_hypselocephalus	1	1.092537535	1.092537535	-23.5	-65.5	11.49353956	15.9316353	0.084628971	0	0	1	0
4854	Scinax_insperatus	1	1.860921656	1.860921656	-22.5	-43.5	20.45208465	24.04855803	0.041119791	0.323	0.968	0	1
4855	Guibemantis_tasifotsy	1	0.697641242	0.697641242	-21.5	47.5	20.0729413	23.44104379	0.107285403	0	0	1	0
4856	Callulops_fuscus	3	11.24769471	11.24769471	-3.166666667	128.8333333	26.8890159	29.98221022	0.006547785	1	1	0	1
4857	Dendropsophus_nahdereri	6	1.829794348	1.829794348	-26.5	-49	20.04954899	23.58062036	0.03938294	0.379	0.988	0	1
4858	Hyla_plicata	8	2.762832781	2.762832781	19.5	-98	15.20428938	19.38512759	0.035191705	0.613	1	0	1
4859	Odorrana_bacboensis	1	5.832459334	5.832459334	22.5	105.5	18.33680103	22.27665102	0.015011201	1	1	0	1
4860	Pristimantis_kirklandi	1	2.240495989	2.240495989	0.5	-78.5	19.69105664	23.34990794	0.038882242	0.421	0.996	0	1
4861	Gracixalus_quyeti	4	2.383517098	2.383517098	18	106	23.0834401	26.34644081	0.033389894	0.679	1	0	1
4862	Arthroleptis_hematogaster	6	2.405455561	2.405455561	-4.5	29	19.98254817	23.92372878	0.034860302	0.618	1	0	1
4863	Ptychohyla_leonhardschultzei	7	2.167466404	2.167466404	16.78571429	-97.78571429	22.36639477	26.58564621	0.048665707	0.059	0.78	0	0
4864	Chiropterotriton_multidentatus	1	0.631947257	0.631947257	23.5	-99.5	16.6182331	20.89323228	0.150328972	0	0	1	0
4865	Hypodactylus_peraccai	4	1.101129061	1.101129061	0	-78	18.66161608	22.51066197	0.077678772	0	0.008	1	0
4866	Plectrohyla_celata	1	2.603017444	2.603017444	17.5	-96.5	18.35833029	22.51980332	0.031974223	0.766	1	0	1
4867	Isthmohyla_zeteki	4	1.111041319	1.111041319	10	-84	25.37242105	28.40260025	0.054546652	0.001	0.528	0	0
4868	Sanguirana_tipanan	2	1.048945891	1.048945891	16	121.5	25.11556	28.19937874	0.062551525	0	0.244	1	0
4869	Diaglena_spatulata	30	3.09322603	3.09322603	18.76666667	-101.8333333	22.90082441	26.95543448	0.031970806	0.754	1	0	1
4870	Cyclorana_verrucosa	54	1.549101087	1.549101087	-29.92592593	146.9259259	18.2331248	22.25048719	0.056377189	0	0.47	1	0
4871	Chiromantis_simus	1	0.088055042	0.088055042	26.5	91.5	17.75839152	21.82132406	1.098591134	0	0	1	0
4872	Strongylopus_wageri	10	2.879494542	2.879494542	-29	30.5	16.12478586	20.37758232	0.033566469	0.65	1	0	1
4873	Pristimantis_danae	9	0.980572981	0.980572981	-14.5	-68.5	16.84686702	21.53643827	0.113868586	0	0	1	0
4874	Hylophorbus_atrifasciatus	1	2.574660924	2.574660924	-4.5	144.5	24.24690675	27.52879377	0.026555981	0.923	1	0	1
4875	Ameerega_berohoka	8	1.386428765	1.386428765	-17	-53	24.55218878	28.93218164	0.064473279	0	0.193	1	0
4876	Mertensophryne_loveridgei	12	1.792966095	1.792966095	-9	38.33333333	23.81144608	27.35838732	0.047101271	0.112	0.838	0	0
4877	Bolitoglossa_helmrichi	2	1.792631571	1.792631571	15.5	-90	22.51572437	26.45555827	0.044852927	0.17	0.88	0	0
4878	Calluella_volzi	5	1.355964505	1.355964505	1.9	99.3	24.70577036	28.11871115	0.053552848	0.005	0.576	0	0
4879	Litoria_prora	3	1.393503093	1.393503093	-7.5	144.5	23.02609213	26.30978372	0.047128587	0.117	0.845	0	0
4880	Pseudoeurycea_orchileucos	1	3.039810332	3.039810332	17.5	-96.5	18.35833029	22.51980332	0.029760674	0.84	1	0	1
4881	Polypedates_occidentalis	1	1.7319593	1.7319593	10.5	76.5	25.13895619	28.58966922	0.043312508	0.239	0.94	0	0
4882	Rana_macroglossa	4	1.20944024	1.20944024	15	-91	23.2948406	27.29677218	0.073531382	0	0.045	1	0
4883	Mannophryne_collaris	1	0.656924321	0.656924321	8.5	-71.5	22.52822898	27.6579632	0.159361513	0	0	1	0
4884	Atelopus_patazensis	1	1.60921661	1.60921661	-7.5	-77.5	15.0347152	19.30374357	0.057670897	0	0.387	1	0
4885	Adenomus_dasi	1	2.022731012	2.022731012	6.5	80.5	26.58842914	29.66182745	0.033031088	0.69	1	0	1
4886	Dendrobates_tinctorius	63	0.595174016	0.595174016	1.944444444	-55.35714286	25.09769499	29.3778601	0.175401257	0	0	1	0
4887	Arthroleptis_zimmeri	1	2.95503083	2.95503083	5.5	-0.5	25.96846237	29.18010137	0.025275296	0.95	1	0	1
4888	Craugastor_opimus	16	2.013039328	2.013039328	6.75	-77.5	24.29210387	27.61123879	0.040215066	0.357	0.979	0	1
4889	Pristimantis_pseudoacuminatus	8	3.066461611	3.066461611	-0.375	-76.625	20.06389169	24.20930824	0.030041259	0.817	1	0	1
4890	Mimosiphonops_reinhardti	1	2.390388646	2.390388646	-13.5	-43.5	23.62165813	27.78890803	0.034866714	0.621	1	0	1
4891	Austrochaperina_rivularis	4	0.41545675	0.41545675	-5	142	21.084614	24.49357397	0.182340679	0	0	1	0
4892	Litoria_dorsalis	12	2.75151315	2.75151315	-8.083333333	143.4166667	24.20581902	27.41659857	0.025367698	0.948	1	0	1
4893	Uperoleia_tyleri	23	1.785005872	1.785005872	-35.32608696	149.5869565	14.49847881	18.32894498	0.04565771	0.137	0.873	0	0
4894	Litoria_coplandi	75	0.686926795	0.686926795	-16.51333333	128.6066667	26.16974233	29.73209995	0.105835406	0	0	1	0
4895	Amietophrynus_pardalis	14	1.843629901	1.843629901	-33.14285714	26.5	18.04402065	21.29218983	0.040041674	0.341	0.984	0	1
4896	Gastrotheca_lateonota	1	1.170034252	1.170034252	-5.5	-79.5	21.99824126	25.48191864	0.06766852	0	0.12	1	0
4897	Charadrahyla_taeniopus	7	1.530250979	1.530250979	19.5	-97.5	16.59439453	20.66199952	0.053162586	0.004	0.617	0	0
4898	Calluella_flava	4	1.803771152	1.803771152	4	115	23.52570736	27.04557632	0.04878486	0.062	0.78	0	0
4899	Pristimantis_jorgevelosai	4	1.83418703	1.83418703	7	-73	19.18647092	23.74216056	0.055194779	0	0.541	0	0
4900	Hyloscirtus_lynchi	4	1.726892213	1.726892213	6	-73	18.00485381	22.22450649	0.061087378	0	0.281	1	0
4901	Gephyromantis_striatus	4	1.135876452	1.135876452	-15	50	23.63694688	26.71784615	0.064579862	0	0.196	1	0
4902	Philautus_kerangae	4	1.004574035	1.004574035	4	115	23.52570736	27.04557632	0.074549835	0	0.025	1	0
